;O_P_ Numero;Item_O_P;Desc_item;ITEMS_NUEVO ;Bodega;Fecha;U_M_inv.;Neto_peso;Entradas_peso;Entradas_inv;Salidas_inv;Salidas_peso;Salidas_prom;Neto_prom;Costo_MP_sal;Costo_MO_sal;Costo_CIF_sal;Tipo_inventario;Costo_CIF_NP_ent;Costo_MO_ent;Costo_CIF_EN_ent;Tipo_docto
;OP-00001662;00001259 CINTA 0.8 MM x 147 MM;CINTA 0.8 MM x 147 MM;OP-0000166200001259 CINTA 0.8 MM x 147 MM;00105;02/02/2022;kg  ;2.356,00;2.356,00;2.356,00;0,00;0,00;$0,00;$9.014.989,17;$0,00;$0,00;$0,00;IN141006  ;$0,00;$6.025,80;$8.666,10;EDP
;OP-00001662;00001259 CINTA 0.8 MM x 147 MM;KILOS BOBINA 0.80 X 1000;OP-0000166200001259 CINTA 0.8 MM x 147 MM;00105;02/02/2022;kg  ;-2.361,00;0,00;0,00;2.361,00;2.361,00;$9.000.297,27;-$9.000.297,27;$9.000.297,27;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001662;00001344 CINTA 0.75 MM x 73 MM;CINTA 0.75 MM x 73 MM;OP-0000166200001344 CINTA 0.75 MM x 73 MM;00105;02/02/2022;kg  ;1.581,00;1.581,00;1.581,00;0,00;0,00;$0,00;$6.780.998,08;$0,00;$0,00;$0,00;IN141006  ;$0,00;$8.636,98;$12.421,41;EDP
;OP-00001662;00001344 CINTA 0.75 MM x 73 MM;KILOS BOBINA 0.75 X 1.220;OP-0000166200001344 CINTA 0.75 MM x 73 MM;00105;02/02/2022;kg  ;-1.589,00;0,00;0,00;1.589,00;1.589,00;$6.759.939,69;-$6.759.939,69;$6.759.939,69;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001662;00001354 CINTA 0.8 MM x 72 MM;CINTA 0.8 MM x 72 MM;OP-0000166200001354 CINTA 0.8 MM x 72 MM;00105;02/02/2022;kg  ;577,00;577,00;577,00;0,00;0,00;$0,00;$2.218.346,55;$0,00;$0,00;$0,00;IN141006  ;$0,00;$3.012,90;$4.333,05;EDP
;OP-00001662;00001354 CINTA 0.8 MM x 72 MM;KILOS BOBINA 0.80 X 1000;OP-0000166200001354 CINTA 0.8 MM x 72 MM;00105;02/02/2022;kg  ;-580,00;0,00;0,00;580,00;580,00;$2.211.000,60;-$2.211.000,60;$2.211.000,60;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001662;00002392 CINTA 0,65 MM x 73 MM;CINTA 0,65 MM x 73 MM;OP-0000166200002392 CINTA 0,65 MM x 73 MM;00105;02/02/2022;kg  ;579,00;579,00;579,00;0,00;0,00;$0,00;$2.453.998,29;$0,00;$0,00;$0,00;IN141006  ;$0,00;$3.012,90;$4.333,05;EDP
;OP-00001662;00002392 CINTA 0,65 MM x 73 MM;KILOS BOBINA 0.65 X 1.220;OP-0000166200002392 CINTA 0,65 MM x 73 MM;00105;02/02/2022;kg  ;-582,00;0,00;0,00;582,00;582,00;$2.446.652,34;-$2.446.652,34;$2.446.652,34;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001662;00002398 CINTA 0,65 MM x 147 MM;CINTA 0,65 MM x 147 MM;OP-0000166200002398 CINTA 0,65 MM x 147 MM;00105;02/02/2022;kg  ;8.155,00;8.155,00;8.155,00;0,00;0,00;$0,00;$34.408.181,97;$0,00;$0,00;$0,00;IN141006  ;$0,00;$20.487,72;$29.464,74;EDP
;OP-00001662;00002398 CINTA 0,65 MM x 147 MM;KILOS BOBINA 0.65 X 1.220;OP-0000166200002398 CINTA 0,65 MM x 147 MM;00105;02/02/2022;kg  ;-8.173,00;0,00;0,00;8.173,00;8.173,00;$34.358.229,51;-$34.358.229,51;$34.358.229,51;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001662;00002426 CINTA 1,05 MM x 73 MM;CINTA 1,05 MM x 73 MM;OP-0000166200002426 CINTA 1,05 MM x 73 MM;00105;02/02/2022;kg  ;1.723,00;1.723,00;1.723,00;0,00;0,00;$0,00;$7.360.850,62;$0,00;$0,00;$0,00;IN141006  ;$0,00;$8.636,98;$12.421,41;EDP
;OP-00001662;00002426 CINTA 1,05 MM x 73 MM;KILOS BOBINA 1.05 X 1220;OP-0000166200002426 CINTA 1,05 MM x 73 MM;00105;02/02/2022;kg  ;-1.733,00;0,00;0,00;1.733,00;1.733,00;$7.339.792,23;-$7.339.792,23;$7.339.792,23;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001662;00002431 CINTA 1,05 MM x 147 MM;CINTA 1,05 MM x 147 MM;OP-0000166200002431 CINTA 1,05 MM x 147 MM;00105;02/02/2022;kg  ;24.293,00;24.293,00;24.293,00;0,00;0,00;$0,00;$103.258.969,06;$0,00;$0,00;$0,00;IN141006  ;$0,00;$61.664,02;$88.683,09;EDP
;OP-00001662;00002431 CINTA 1,05 MM x 147 MM;KILOS BOBINA 1.05 X 1220;OP-0000166200002431 CINTA 1,05 MM x 147 MM;00105;02/02/2022;kg  ;-24.345,00;0,00;0,00;24.345,00;24.345,00;$103.108.621,95;-$103.108.621,95;$103.108.621,95;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001662;00002566 CINTA 1,05 MM X 117 MM;CINTA 1,05 MM X 117 MM;OP-0000166200002566 CINTA 1,05 MM X 117 MM;00105;02/02/2022;kg  ;2.762,00;2.762,00;2.762,00;0,00;0,00;$0,00;$11.761.337,71;$0,00;$0,00;$0,00;IN141006  ;$0,00;$8.636,98;$12.421,41;EDP
;OP-00001662;00002566 CINTA 1,05 MM X 117 MM;KILOS BOBINA 1.05 X 1220;OP-0000166200002566 CINTA 1,05 MM X 117 MM;00105;02/02/2022;kg  ;-2.772,00;0,00;0,00;2.772,00;2.772,00;$11.740.279,32;-$11.740.279,32;$11.740.279,32;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001662;00003017 CINTA 0,65 MM X 117MM;CINTA 0,65 MM X 117MM;OP-0000166200003017 CINTA 0,65 MM X 117MM;00105;02/02/2022;kg  ;927,00;927,00;927,00;0,00;0,00;$0,00;$3.916.945,05;$0,00;$0,00;$0,00;IN141006  ;$0,00;$3.012,90;$4.333,05;EDP
;OP-00001662;00003017 CINTA 0,65 MM X 117MM;KILOS BOBINA 0.65 X 1.220;OP-0000166200003017 CINTA 0,65 MM X 117MM;00105;02/02/2022;kg  ;-930,00;0,00;0,00;930,00;930,00;$3.909.599,10;-$3.909.599,10;$3.909.599,10;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001662;00004342 CINTA CR 0.8 MM X 270 MM;CINTA CR 0.8 MM X 270 MM;OP-0000166200004342 CINTA CR 0.8 MM X 270 MM;00105;02/02/2022;kg  ;4.328,00;4.328,00;4.328,00;0,00;0,00;$0,00;$16.536.203,28;$0,00;$0,00;$0,00;IN141006  ;$0,00;$6.025,80;$8.666,10;EDP
;OP-00001662;00004342 CINTA CR 0.8 MM X 270 MM;KILOS BOBINA 0.80 X 1000;OP-0000166200004342 CINTA CR 0.8 MM X 270 MM;00105;02/02/2022;kg  ;-4.334,00;0,00;0,00;4.334,00;4.334,00;$16.521.511,38;-$16.521.511,38;$16.521.511,38;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001662;00004346 CINTA CR 0.8 MM X 93 MM;CINTA CR 0.8 MM X 93 MM;OP-0000166200004346 CINTA CR 0.8 MM X 93 MM;00105;02/02/2022;kg  ;737,00;737,00;737,00;0,00;0,00;$0,00;$2.828.277,75;$0,00;$0,00;$0,00;IN141006  ;$0,00;$3.012,90;$4.333,05;EDP
;OP-00001662;00004346 CINTA CR 0.8 MM X 93 MM;KILOS BOBINA 0.80 X 1000;OP-0000166200004346 CINTA CR 0.8 MM X 93 MM;00105;02/02/2022;kg  ;-740,00;0,00;0,00;740,00;740,00;$2.820.931,80;-$2.820.931,80;$2.820.931,80;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001662;00004399 CINTA GALV 0.52 MM X 145 MM;CINTA GALV 0.52 MM X 145 MM;OP-0000166200004399 CINTA GALV 0.52 MM X 145 MM;00105;02/02/2022;kg  ;6.891,00;6.891,00;6.891,00;0,00;0,00;$0,00;$29.537.639,54;$0,00;$0,00;$0,00;IN141006  ;$0,00;$46.800,38;$67.306,71;EDP
;OP-00001662;00004399 CINTA GALV 0.52 MM X 145 MM;KILO BOBINA GALVA 0.52X1.220 ASTM A792;OP-0000166200004399 CINTA GALV 0.52 MM X 145 MM;00105;02/02/2022;kg  ;-6.915,00;0,00;0,00;6.915,00;6.915,00;$29.423.532,45;-$29.423.532,45;$29.423.532,45;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001662;00004561 CINTA GALV 0.52 MM X 41 MM;CINTA GALV 0.52 MM X 41 MM;OP-0000166200004561 CINTA GALV 0.52 MM X 41 MM;00105;02/02/2022;kg  ;239,00;239,00;239,00;0,00;0,00;$0,00;$1.044.409,16;$0,00;$0,00;$0,00;IN141006  ;$0,00;$6.025,80;$8.666,10;EDP
;OP-00001662;00004561 CINTA GALV 0.52 MM X 41 MM;KILO BOBINA GALVA 0.52X1.220 ASTM A792;OP-0000166200004561 CINTA GALV 0.52 MM X 41 MM;00105;02/02/2022;kg  ;-242,00;0,00;0,00;242,00;242,00;$1.029.717,26;-$1.029.717,26;$1.029.717,26;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001662;00004966 CINTA GALV 0.52 MM X 25 MM;CINTA GALV 0.52 MM X 25 MM;OP-0000166200004966 CINTA GALV 0.52 MM X 25 MM;00105;02/02/2022;kg  ;150,00;150,00;150,00;0,00;0,00;$0,00;$665.711,49;$0,00;$0,00;$0,00;IN141006  ;$0,00;$6.025,80;$8.666,10;EDP
;OP-00001662;00004966 CINTA GALV 0.52 MM X 25 MM;KILO BOBINA GALVA 0.52X1.220 ASTM A792;OP-0000166200004966 CINTA GALV 0.52 MM X 25 MM;00105;02/02/2022;kg  ;-153,00;0,00;0,00;153,00;153,00;$651.019,59;-$651.019,59;$651.019,59;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001663;00001128 TUBO CUAD 1 C.18B;CINTA CR 1.05 MM X 92 MM;OP-0000166300001128 TUBO CUAD 1 C.18B;00105;02/02/2022;kg  ;-1.148,00;0,00;0,00;1.148,00;1.148,00;$4.021.804,42;-$4.021.804,42;$4.008.017,50;$5.652,82;$8.134,10;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001663;00001128 TUBO CUAD 1 C.18B;TUBO CUAD 1 C.18B;OP-0000166300001128 TUBO CUAD 1 C.18B;00105;03/02/2022;Und ;1.258,10;1.258,10;248,00;0,00;0,00;$0,00;$4.162.444,33;$0,00;$0,00;$0,00;IN143005  ;$8.134,10;$43.855,18;$102.437,55;EDP
;OP-00001663;00001129 TUBO CUAD 1 C.18A;CINTA CR 0.95 MM X 93 MM;OP-0000166300001129 TUBO CUAD 1 C.18A;00105;02/02/2022;kg  ;-736,00;0,00;0,00;736,00;736,00;$3.073.226,88;-$3.073.226,88;$3.065.388,48;$3.216,32;$4.622,08;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001663;00001129 TUBO CUAD 1 C.18A;TUBO CUAD 1 C.18A;OP-0000166300001129 TUBO CUAD 1 C.18A;00105;03/02/2022;Und ;822,36;822,36;178,00;0,00;0,00;$0,00;$3.163.274,94;$0,00;$0,00;$0,00;IN143005  ;$4.622,08;$27.681,53;$65.582,85;EDP
;OP-00001663;00001130 TUBO CUAD 1 C.20A;CINTA CR 0.75 MM X 93 MM;OP-0000166300001130 TUBO CUAD 1 C.20A;00105;02/02/2022;kg  ;-1.885,00;0,00;0,00;1.885,00;1.885,00;$7.407.496,11;-$7.407.496,11;$7.390.481,80;$6.986,11;$10.028,20;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001663;00001130 TUBO CUAD 1 C.20A;TUBO CUAD 1 C.20A;OP-0000166300001130 TUBO CUAD 1 C.20A;00105;03/02/2022;Und ;2.137,29;2.137,29;573,00;0,00;0,00;$0,00;$7.638.007,45;$0,00;$0,00;$0,00;IN143005  ;$10.028,20;$69.522,85;$167.974,60;EDP
;OP-00001663;00001131 TUBO CUAD 1 C.20B;CINTA CR 0.8 MM X 93 MM;OP-0000166300001131 TUBO CUAD 1 C.20B;00105;02/02/2022;kg  ;-737,00;0,00;0,00;737,00;737,00;$2.828.277,75;-$2.828.277,75;$2.820.931,80;$3.012,90;$4.333,05;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001663;00001131 TUBO CUAD 1 C.20B;TUBO CUAD 1 C.20B;OP-0000166300001131 TUBO CUAD 1 C.20B;00105;03/02/2022;Und ;839,52;839,52;214,00;0,00;0,00;$0,00;$2.918.325,81;$0,00;$0,00;$0,00;IN143005  ;$4.333,05;$27.478,11;$65.582,85;EDP
;OP-00001663;00001133 TUBO CUAD 3/4 C.18B;CINTA 1,05 MM x 73 MM;OP-0000166300001133 TUBO CUAD 3/4 C.18B;00105;02/02/2022;kg  ;-1.369,00;0,00;0,00;1.369,00;1.369,00;$4.810.990,00;-$4.810.990,00;$4.792.814,24;$7.456,49;$10.719,27;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001663;00001133 TUBO CUAD 3/4 C.18B;TUBO CUAD 3/4 C.18B;OP-0000166300001133 TUBO CUAD 3/4 C.18B;00105;03/02/2022;Und ;1.459,15;1.459,15;379,00;0,00;0,00;$0,00;$4.979.629,50;$0,00;$0,00;$0,00;IN143005  ;$10.719,27;$53.246,99;$122.849,00;EDP
;OP-00001663;00001136 TUBO CUAD 3/4 C.22;CINTA 0,65 MM x 73 MM;OP-0000166300001136 TUBO CUAD 3/4 C.22;00105;02/02/2022;kg  ;-892,00;0,00;0,00;892,00;892,00;$3.464.376,36;-$3.464.376,36;$3.457.316,18;$2.890,08;$4.170,10;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001663;00001136 TUBO CUAD 3/4 C.22;TUBO CUAD 3/4 C.22;OP-0000166300001136 TUBO CUAD 3/4 C.22;00105;03/02/2022;Und ;943,16;943,16;380,00;0,00;0,00;$0,00;$3.576.695,70;$0,00;$0,00;$0,00;IN143005  ;$4.170,10;$33.373,47;$81.835,95;EDP
;OP-00001663;00001141 TUBO RECT 2X1 C.18B;CINTA 1,05 MM x 147 MM;OP-0000166300001141 TUBO RECT 2X1 C.18B;00105;02/02/2022;kg  ;-8.014,00;0,00;0,00;8.014,00;8.014,00;$34.064.056,04;-$34.064.056,04;$34.014.438,29;$20.355,56;$29.262,19;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001663;00001141 TUBO RECT 2X1 C.18B;TUBO RECT 2X1 C.18B;OP-0000166300001141 TUBO RECT 2X1 C.18B;00105;03/02/2022;Und ;8.725,50;8.725,50;1.108,00;0,00;0,00;$0,00;$35.055.050,03;$0,00;$0,00;$0,00;IN143005  ;$29.262,19;$289.603,70;$721.745,85;EDP
;OP-00001663;00001148 TUBO RECT 3X1 1/2 C.20A;CINTA 0.75 MM x 225 MM;OP-0000166300001148 TUBO RECT 3X1 1/2 C.20A;00105;02/02/2022;kg  ;-11.311,00;0,00;0,00;11.311,00;11.311,00;$48.157.837,44;-$48.157.837,44;$48.112.193,82;$18.712,45;$26.931,17;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001663;00001148 TUBO RECT 3X1 1/2 C.20A;TUBO RECT 3X1 1/2 C.20A;OP-0000166300001148 TUBO RECT 3X1 1/2 C.20A;00105;03/02/2022;Und ;12.010,18;12.010,18;1.392,00;0,00;0,00;$0,00;$49.520.480,29;$0,00;$0,00;$0,00;IN143005  ;$26.931,17;$388.961,35;$992.393,95;EDP
;OP-00001663;00002370 TUBO RECT 20X40 CAL. 18A;CINTA 0.95 MM x 116 MM;OP-0000166300002370 TUBO RECT 20X40 CAL. 18A;00105;02/02/2022;kg  ;-3.730,00;0,00;0,00;3.730,00;3.730,00;$15.545.401,64;-$15.545.401,64;$15.514.509,78;$12.667,08;$18.224,78;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001663;00002370 TUBO RECT 20X40 CAL. 18A;TUBO RECT 20X40 CAL. 18A;OP-0000166300002370 TUBO RECT 20X40 CAL. 18A;00105;03/02/2022;Und ;4.086,88;4.086,88;712,00;0,00;0,00;$0,00;$16.006.921,93;$0,00;$0,00;$0,00;IN143005  ;$18.224,78;$138.002,22;$336.185,15;EDP
;OP-00001663;00002576 TUBO RECT HR 3 X 1 1/2 C.16B;CINTA HR 1,35 MM X 224 MM;OP-0000166300002576 TUBO RECT HR 3 X 1 1/2 C.16B;00105;02/02/2022;kg  ;-1.846,00;0,00;0,00;1.846,00;1.846,00;$8.326.308,76;-$8.326.308,76;$8.316.514,16;$4.017,20;$5.777,40;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001663;00002576 TUBO RECT HR 3 X 1 1/2 C.16B;TUBO RECT HR 3 X 1 1/2 C.16B;OP-0000166300002576 TUBO RECT HR 3 X 1 1/2 C.16B;00105;03/02/2022;Und ;1.937,36;1.937,36;122,00;0,00;0,00;$0,00;$8.551.268,42;$0,00;$0,00;$0,00;IN143005  ;$5.777,40;$65.114,81;$163.862,05;EDP
;OP-00001663;00003999 TUBO RECT HR 3 X 1 1/2 C.14;CINTA HR 1.85 MM X 225 MM;OP-0000166300003999 TUBO RECT HR 3 X 1 1/2 C.14;00105;02/02/2022;kg  ;-1.896,00;0,00;0,00;1.896,00;1.896,00;$5.266.279,31;-$5.266.279,31;$5.255.588,69;$4.405,96;$6.284,66;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001663;00003999 TUBO RECT HR 3 X 1 1/2 C.14;TUBO RECT HR 3 X 1 1/2 C.14;OP-0000166300003999 TUBO RECT HR 3 X 1 1/2 C.14;00105;03/02/2022;Und ;1.863,00;1.863,00;90,00;0,00;0,00;$0,00;$5.502.518,96;$0,00;$0,00;$0,00;IN143005  ;$6.284,66;$68.512,66;$172.132,95;EDP
;OP-00001663;00004328 TUBO CR REDONDO 5/8 CAL 22;CINTA CR 0.65 MM X 48 MM;OP-0000166300004328 TUBO CR REDONDO 5/8 CAL 22;00105;02/02/2022;kg  ;-377,00;0,00;0,00;377,00;377,00;$1.472.550,69;-$1.472.550,69;$1.468.369,76;$1.715,35;$2.465,58;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001663;00004328 TUBO CR REDONDO 5/8 CAL 22;TUBO CR REDONDO 5/8 CAL 22;OP-0000166300004328 TUBO CR REDONDO 5/8 CAL 22;00105;03/02/2022;Und ;408,24;408,24;252,00;0,00;0,00;$0,00;$1.517.414,23;$0,00;$0,00;$0,00;IN143005  ;$2.465,58;$13.882,54;$32.696,35;EDP
;OP-00001663;00004332 TUBO RED HR 1/2 CAL 16 B;CINTA HR 1,40 MM X 58 MM;OP-0000166300004332 TUBO RED HR 1/2 CAL 16 B;00105;02/02/2022;kg  ;-421,00;0,00;0,00;421,00;421,00;$1.854.892,32;-$1.854.892,32;$1.848.690,99;$1.949,23;$4.252,10;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001663;00004332 TUBO RED HR 1/2 CAL 16 B;CINTA HR 1.35 MM X 57 MM;OP-0000166300004332 TUBO RED HR 1/2 CAL 16 B;00105;02/02/2022;kg  ;-816,00;0,00;0,00;816,00;816,00;$2.553.374,56;-$2.553.374,56;$2.538.987,16;$5.140,80;$9.246,60;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001663;00004332 TUBO RED HR 1/2 CAL 16 B;TUBO RED HR 1/2 CAL 16 B;OP-0000166300004332 TUBO RED HR 1/2 CAL 16 B;00105;03/02/2022;Und ;1.236,48;1.236,48;322,00;0,00;0,00;$0,00;$4.560.186,78;$0,00;$0,00;$0,00;IN143005  ;$13.498,70;$48.301,48;$110.708,45;EDP
;OP-00001663;00004403 TUBO CUAD HR 100 X 100 C. 1.20 MM;CINTA HR 1.20 MM x 396 MM;OP-0000166300004403 TUBO CUAD HR 100 X 100 C. 1.20 MM;00105;02/02/2022;kg  ;-3.571,00;0,00;0,00;3.571,00;3.571,00;$10.084.199,31;-$10.084.199,31;$10.066.041,93;$7.427,68;$10.729,70;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001663;00004403 TUBO CUAD HR 100 X 100 C. 1.20 MM;TUBO CUAD HR 100 X 100 C. 1.20 MM;OP-0000166300004403 TUBO CUAD HR 100 X 100 C. 1.20 MM;00105;03/02/2022;Und ;2.745,00;2.745,00;122,00;0,00;0,00;$0,00;$10.526.220,37;$0,00;$0,00;$0,00;IN143005  ;$10.729,70;$126.744,64;$322.704,10;EDP
;OP-00001663;00004529 TUBO CUAD HR 100 X 100 C. 16B;CINTA HR 1.35 MM X 395 MM;OP-0000166300004529 TUBO CUAD HR 100 X 100 C. 16B;00105;02/02/2022;kg  ;-3.523,00;0,00;0,00;3.523,00;3.523,00;$11.742.299,92;-$11.742.299,92;$11.732.999,20;$3.346,85;$5.953,87;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001663;00004529 TUBO CUAD HR 100 X 100 C. 16B;TUBO CUAD HR 100 X 100 C. 16B;OP-0000166300004529 TUBO CUAD HR 100 X 100 C. 16B;00105;03/02/2022;Und ;3.334,68;3.334,68;118,00;0,00;0,00;$0,00;$12.178.844,80;$0,00;$0,00;$0,00;IN143005  ;$5.953,87;$121.093,85;$318.797,88;EDP
;OP-00001663;00004997 TUBO CUAD HR 50 X 50 CAL 14B;CINTA HR 1.85 MM X 196 MM;OP-0000166300004997 TUBO CUAD HR 50 X 50 CAL 14B;00105;02/02/2022;kg  ;-3.305,00;0,00;0,00;3.305,00;3.305,00;$9.202.693,99;-$9.202.693,99;$9.176.751,79;$10.633,00;$15.309,20;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001663;00004997 TUBO CUAD HR 50 X 50 CAL 14B;TUBO CUAD HR 50 X 50 CAL 14B;OP-0000166300004997 TUBO CUAD HR 50 X 50 CAL 14B;00105;03/02/2022;Und ;3.398,22;3.398,22;189,00;0,00;0,00;$0,00;$9.608.070,75;$0,00;$0,00;$0,00;IN143005  ;$15.309,20;$120.791,86;$295.217,90;EDP
;OP-00001664;00001114 GRAFIL 5 MM X 6 MTS no apto construccion;GRAFIL 5 MM X 6 MTS no apto construccion;OP-0000166400001114 GRAFIL 5 MM X 6 MTS no apto construccion;00105;03/02/2022;Und ;4.372,88;4.372,88;4.652,00;0,00;0,00;$0,00;$15.505.489,38;$0,00;$0,00;$0,00;IN143005  ;$0,00;$170.899,20;$270.422,55;EDP
;OP-00001664;00001114 GRAFIL 5 MM X 6 MTS no apto construccion;KILOS ALAMBRON TREFILABLE 1012 6.5 MM;OP-0000166400001114 GRAFIL 5 MM X 6 MTS no apto construccion;00105;01/02/2022;kg  ;-4.245,00;0,00;0,00;4.245,00;4.245,00;$15.064.167,63;-$15.064.167,63;$15.064.167,63;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001666;00001121 PERFIL PASAMANOS T.A. C.20A;CINTA 0.75 MM x 109 MM;OP-0000166600001121 PERFIL PASAMANOS T.A. C.20A;00105;02/02/2022;kg  ;-2.007,00;0,00;0,00;2.007,00;2.007,00;$8.067.042,82;-$8.067.042,82;$8.047.501,34;$7.218,50;$12.322,98;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001666;00001121 PERFIL PASAMANOS T.A. C.20A;PERFIL PASAMANOS T.A. C.20A;OP-0000166600001121 PERFIL PASAMANOS T.A. C.20A;00105;03/02/2022;Und ;2.104,96;2.104,96;506,00;0,00;0,00;$0,00;$8.500.274,82;$0,00;$0,00;$0,00;IN143005  ;$12.322,98;$124.965,50;$315.485,00;EDP
;OP-00001666;00004475 PERFIL LIV. ANGULO GALV 20 X 20 CAL. 26;CINTA GALV 0.52 MM X 41 MM;OP-0000166600004475 PERFIL LIV. ANGULO GALV 20 X 20 CAL. 26;00105;02/02/2022;kg  ;-233,00;0,00;0,00;233,00;233,00;$948.153,89;-$948.153,89;$938.724,38;$3.362,19;$6.067,32;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001666;00004475 PERFIL LIV. ANGULO GALV 20 X 20 CAL. 26;PERFIL LIV. ANGULO GALV 20 X 20 CAL. 26;OP-0000166600004475 PERFIL LIV. ANGULO GALV 20 X 20 CAL. 26;00105;03/02/2022;Und ;151,84;151,84;584,00;0,00;0,00;$0,00;$1.176.222,89;$0,00;$0,00;$0,00;IN143005  ;$6.067,32;$117.545,19;$113.886,00;EDP
;OP-00001666;00004570 PERFIL C HR 220 MM X 80 MM CAL. 16B;CINTA HR 1.40 MM X 398 MM;OP-0000166600004570 PERFIL C HR 220 MM X 80 MM CAL. 16B;00105;02/02/2022;kg  ;-3.231,00;0,00;0,00;3.231,00;3.231,00;$14.359.759,47;-$14.359.759,47;$14.356.593,09;$1.292,40;$1.873,98;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001666;00004570 PERFIL C HR 220 MM X 80 MM CAL. 16B;PERFIL C HR 220 MM X 80 MM CAL. 16B;OP-0000166600004570 PERFIL C HR 220 MM X 80 MM CAL. 16B;00105;03/02/2022;Und ;3.498,96;3.498,96;122,00;0,00;0,00;$0,00;$14.780.421,28;$0,00;$0,00;$0,00;IN143005  ;$1.873,98;$255.495,09;$166.459,12;EDP
;OP-00001666;00005019 PERFIL C HR 220 MM X 80 MM CAL.14;CINTA HR 1.85 MM X 395 MM;OP-0000166600005019 PERFIL C HR 220 MM X 80 MM CAL.14;00105;02/02/2022;kg  ;-2.799,00;0,00;0,00;2.799,00;2.799,00;$7.721.516,92;-$7.721.516,92;$7.691.987,88;$12.119,67;$17.409,37;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001666;00005019 PERFIL C HR 220 MM X 80 MM CAL.14;PERFIL C HR 220 MM X 80 MM CAL.14;OP-0000166600005019 PERFIL C HR 220 MM X 80 MM CAL.14;00105;03/02/2022;Und ;2.968,40;2.968,40;82,00;0,00;0,00;$0,00;$8.079.820,97;$0,00;$0,00;$0,00;IN143005  ;$17.409,37;$228.643,32;$141.780,40;EDP
;OP-00001667;00004546 ROLLO ALAMBRE PUA IMPACTO COD 16-5X400 M;KILOS ALAMBRE FORRADO PVC 12.5;OP-0000166700004546 ROLLO ALAMBRE PUA IMPACTO COD 16-5X400 M;00105;02/02/2022;kg  ;-3,00;0,00;0,00;3,00;3,00;$18.342,96;-$18.342,96;$18.342,96;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001667;00004546 ROLLO ALAMBRE PUA IMPACTO COD 16-5X400 M;KILOS ALAMBRE GALV CAL. 17 (1,45 MM);OP-0000166700004546 ROLLO ALAMBRE PUA IMPACTO COD 16-5X400 M;00105;02/02/2022;kg  ;-435,00;0,00;0,00;435,00;435,00;$2.256.353,70;-$2.256.353,70;$2.256.353,70;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001667;00004546 ROLLO ALAMBRE PUA IMPACTO COD 16-5X400 M;ROLLO ALAMBRE PUA IMPACTO COD 16-5X400 M;OP-0000166700004546 ROLLO ALAMBRE PUA IMPACTO COD 16-5X400 M;00105;03/02/2022;Und ;480,50;480,50;31,00;0,00;0,00;$0,00;$2.544.624,66;$0,00;$0,00;$0,00;IN143005  ;$0,00;$89.232,00;$180.696,00;EDP
